Probeset	GeneSymbole	Signal
200622_x_at	CALM3	1091.359786
200623_s_at	CALM3	777.8195377
200624_s_at	MATR3	6316.592519
200625_s_at	CAP1	4197.443695
200626_s_at	MATR3	4168.623245
200627_at	PTGES3	10894.16583
200628_s_at	WARS	1077.433913
200629_at	WARS	1832.152696
200630_x_at	SET	6042.716056
200631_s_at	SET	5736.112999
200632_s_at	NDRG1	3296.099751
200633_at	UBB	20908.59662
200634_at	PFN1	3905.626531
200635_s_at	PTPRF	1127.860999
200636_s_at	PTPRF	4226.651255
200637_s_at	PTPRF	605.0086131
200638_s_at	YWHAZ	4777.098742
200639_s_at	YWHAZ	6674.407383
200640_at	YWHAZ	5142.199992
200641_s_at	YWHAZ	2619.30899
200642_at	SOD1	15566.12328
200643_at	HDLBP	4222.370996
200644_at	MARCKSL1	1134.440825
200645_at	GABARAP	9957.286893
200646_s_at	NUCB1	563.1222201
200647_x_at	NA	9028.885633
200648_s_at	GLUL	12637.9155
200649_at	NUCB1	1414.378938
200650_s_at	LDHA	18011.96179
200651_at	GNB2L1	16981.25402
200652_at	SSR2	4414.023503
200653_s_at	CALM1	9645.079106
200654_at	P4HB	6485.569293
200655_s_at	CALM1	9833.332352
200656_s_at	P4HB	3263.360779
200657_at	SLC25A5	3431.773296
200658_s_at	PHB	2275.405089
200659_s_at	PHB	878.4424387
200660_at	S100A11	1907.008269
200661_at	CTSA	1269.337728
200662_s_at	TOMM20	7339.60244
200663_at	CD63	12062.85542
200664_s_at	DNAJB1	1065.645913
200665_s_at	SPARC	6136.85951
200666_s_at	DNAJB1	2631.79358
200667_at	UBE2D3	5511.422637
200668_s_at	UBE2D3	9334.786833
200669_s_at	UBE2D3	4078.777462
200670_at	XBP1	1921.823828
200671_s_at	SPTBN1	1049.183809
200672_x_at	SPTBN1	1809.868664
200673_at	LAPTM4A	12065.79799
200674_s_at	RPL32	17057.23223
200675_at	CD81	5987.053047
200676_s_at	UBE2L3	1109.930942
200677_at	PTTG1IP	6699.796588
200678_x_at	GRN	1799.156441
200679_x_at	HMGB1	4442.138014
200680_x_at	HMGB1	12467.1329
200681_at	GLO1	6544.558125
200682_s_at	UBE2L3	5285.585275
200683_s_at	UBE2L3	1822.456092
200684_s_at	UBE2L3	1371.616258
200685_at	SFRS11	1555.642836
200686_s_at	SFRS11	6189.628378
200687_s_at	SF3B3	1243.975236
200688_at	SF3B3	359.9144243
200689_x_at	EEF1G	16963.63951
200690_at	HSPA9	2294.338247
200691_s_at	HSPA9	7624.905447
200692_s_at	HSPA9	3921.243544
200693_at	YWHAQ	5135.236912
200694_s_at	DDX24	3377.240833
200695_at	PPP2R1A	1414.91899
200696_s_at	GSN	12389.88053
200697_at	HK1	3952.815693
200698_at	KDELR2	2724.032879
200699_at	KDELR2	1862.244326
200700_s_at	KDELR2	2384.794493
200701_at	NPC2	5458.561774
200702_s_at	DDX24	276.4537887
200703_at	DYNLL1	7559.894753
200704_at	LITAF	1633.334896
200705_s_at	EEF1B2	17311.25663
200706_s_at	LITAF	1555.410875
200707_at	PRKCSH	1113.746383
200708_at	GOT2	8214.805147
200709_at	FKBP1A	4405.595354
200710_at	ACADVL	11860.72655
200711_s_at	SKP1	5597.593677
200712_s_at	MAPRE1	1237.490246
200713_s_at	MAPRE1	2569.617184
200714_x_at	OS9	3114.56777
200715_x_at	RPL13A	8142.954534
200716_x_at	RPL13A	19975.69188
200717_x_at	RPL7	24133.03682
200718_s_at	SKP1	16500.15728
200719_at	SKP1	1207.092361
200720_s_at	ACTR1A	1276.207496
200721_s_at	ACTR1A	1024.777081
200722_s_at	CAPRIN1	1278.231784
200723_s_at	CAPRIN1	5378.042854
200724_at	RPL10	170.7977532
200725_x_at	RPL10	14980.63342
200726_at	PPP1CC	13098.46528
200727_s_at	ACTR2	237.8440787
200728_at	ACTR2	4576.913392
200729_s_at	ACTR2	3958.954386
200730_s_at	PTP4A1	3372.303245
200731_s_at	PTP4A1	5127.679756
200732_s_at	PTP4A1	8024.352253
200733_s_at	PTP4A1	5234.880144
200734_s_at	ARF3	865.9234365
200735_x_at	NACA	18772.16221
200736_s_at	GPX1	5794.4585
200737_at	PGK1	2197.046826
200738_s_at	PGK1	10853.99793
200739_s_at	SUMO3	987.9114809
200740_s_at	SUMO3	4935.921823
200741_s_at	RPS27	21350.04798
200742_s_at	TPP1	1583.381781
200743_s_at	TPP1	3434.679054
200744_s_at	GNB1	1041.144417
200745_s_at	GNB1	1830.883115
200746_s_at	GNB1	2351.18231
200747_s_at	NUMA1	1618.412936
200748_s_at	FTH1	24257.12206
200749_at	RAN	4266.739544
200750_s_at	RAN	6201.248562
200751_s_at	HNRNPC	4663.568733
200752_s_at	CAPN1	486.9655806
200753_x_at	SFRS2	1532.884205
200754_x_at	SFRS2	3221.929301
200755_s_at	CALU	1205.29756
200756_x_at	CALU	739.6525013
200757_s_at	CALU	2783.327007
200758_s_at	NFE2L1	11200.12708
200759_x_at	NFE2L1	14435.02755
200760_s_at	ARL6IP5	7049.887323
200761_s_at	ARL6IP5	11620.13527
200762_at	DPYSL2	7874.10895
200763_s_at	RPLP1	22453.59509
200764_s_at	CTNNA1	2076.395091
200765_x_at	CTNNA1	3564.829612
200766_at	CTSD	666.1431358
200767_s_at	FAM120A	514.0973826
200768_s_at	MAT2A	3486.262769
200769_s_at	MAT2A	426.9170631
200770_s_at	LAMC1	1257.455612
200771_at	LAMC1	3130.06113
200772_x_at	PTMA	6257.044955
200773_x_at	PTMA	9427.856647
200774_at	FAM120A	7939.880007
200775_s_at	HNRNPK	7154.282807
200776_s_at	NA	1625.757923
200777_s_at	BZW1	4212.745365
200778_s_at	2-Sep	3565.642897
200779_at	ATF4	12476.54868
200780_x_at	GNAS	17409.60535
200781_s_at	RPS15A	16976.22878
200782_at	ANXA5	4350.579813
200783_s_at	STMN1	287.4633583
200784_s_at	LRP1	318.9002962
200785_s_at	LRP1	199.1245508
200786_at	PSMB7	6544.113758
200787_s_at	PEA15	1191.536985
200788_s_at	PEA15	5509.974775
200789_at	ECH1	10298.24188
200790_at	ODC1	5061.350111
200791_s_at	IQGAP1	4924.049693
200792_at	XRCC6	7751.997101
200793_s_at	ACO2	9366.011799
200794_x_at	DAZAP2	8553.922431
200795_at	SPARCL1	15328.49661
200796_s_at	MCL1	191.0134108
200797_s_at	MCL1	7499.766512
200798_x_at	MCL1	2898.875606
200799_at	HSPA1A	11316.4229
200800_s_at	NA	6970.794909
200801_x_at	ACTB	19048.88041
200802_at	SARS	3446.982223
200803_s_at	TMBIM6	2998.057595
200804_at	TMBIM6	5293.264936
200805_at	LMAN2	894.6010713
200806_s_at	HSPD1	3552.594028
200807_s_at	HSPD1	13158.91274
200808_s_at	ZYX	679.1344538
200809_x_at	RPL12	18117.7802
200810_s_at	CIRBP	5558.894329
200811_at	CIRBP	3258.789819
200812_at	CCT7	4729.608677
200813_s_at	PAFAH1B1	1899.398679
200814_at	PSME1	2990.129196
200815_s_at	PAFAH1B1	793.645341
200816_s_at	PAFAH1B1	3985.174733
200817_x_at	RPS10	22461.73446
200818_at	ATP5O	15094.25597
200819_s_at	RPS15	19621.90665
200820_at	PSMD8	3565.98683
200821_at	LAMP2	5190.571485
200822_x_at	TPI1	9249.793977
200823_x_at	RPL29	16744.1082
200824_at	GSTP1	2179.272231
200825_s_at	HYOU1	1551.063598
200826_at	SNRPD2	8875.992153
200827_at	PLOD1	727.6205132
200828_s_at	ZNF207	3061.953455
200829_x_at	ZNF207	2743.58833
200830_at	PSMD2	5490.869916
200831_s_at	SCD	1390.912228
200832_s_at	SCD	3285.734466
200833_s_at	NA	5261.250483
200834_s_at	NA	22696.75777
200835_s_at	MAP4	127.5217012
200836_s_at	MAP4	2248.924901
200837_at	BCAP31	1486.507896
200838_at	CTSB	5434.434538
200839_s_at	CTSB	6070.322397
200840_at	KARS	13465.2155
200841_s_at	EPRS	281.3719607
200842_s_at	EPRS	1056.09516
200843_s_at	EPRS	2400.930244
200844_s_at	PRDX6	11306.76077
200845_s_at	PRDX6	11689.71219
200846_s_at	PPP1CA	2637.967644
200847_s_at	TMEM66	7701.150018
200848_at	AHCYL1	1966.184948
200849_s_at	AHCYL1	1996.669995
200850_s_at	AHCYL1	7255.912655
200851_s_at	KIAA0174	3413.086252
200852_x_at	GNB2	923.3227893
200853_at	H2AFZ	3898.272839
200854_at	NCOR1	2475.809777
200855_at	NA	484.0212213
200856_x_at	NA	820.5840566
200857_s_at	NCOR1	959.2645709
200858_s_at	RPS8	12923.84046
200859_x_at	FLNA	1783.064269
200860_s_at	CNOT1	2425.77033
200861_at	CNOT1	1112.818531
200862_at	DHCR24	1692.903387
200863_s_at	RAB11A	3238.079623
200864_s_at	RAB11A	1278.004655
200865_at	EIF3F	3.812753499
200866_s_at	PSAP	6871.95281
200867_at	RNF114	1430.665559
200868_s_at	RNF114	1395.409023
200869_at	NA	18967.06491
200870_at	STRAP	5941.507428
200871_s_at	PSAP	13872.64821
200872_at	S100A10	12097.00103
200873_s_at	CCT8	6813.237395
200874_s_at	NOP56	384.8578473
200875_s_at	NOP56	1791.042701
200876_s_at	PSMB1	8567.90956
200877_at	CCT4	7580.9512
200878_at	EPAS1	9398.574268
200879_s_at	EPAS1	248.0321403
200880_at	DNAJA1	2942.787457
200881_s_at	DNAJA1	5975.46025
200882_s_at	PSMD4	5254.545067
200883_at	UQCRC2	8716.595796
200884_at	CKB	1418.867058
200885_at	NA	2068.342204
200886_s_at	PGAM1	4021.661174
200887_s_at	STAT1	4198.994827
200888_s_at	RPL23	15596.61109
200889_s_at	SSR1	651.4171664
200890_s_at	SSR1	818.9201443
200891_s_at	SSR1	8797.781183
200892_s_at	TRA2B	1770.585725
200893_at	TRA2B	6464.681609
200894_s_at	FKBP4	625.5484643
200895_s_at	FKBP4	1590.306354
200896_x_at	HDGF	3602.461325
200897_s_at	PALLD	10029.41524
200898_s_at	MGEA5	1103.727479
200899_s_at	MGEA5	2980.263754
200900_s_at	M6PR	614.5170523
200901_s_at	M6PR	1332.27489
200902_at	15-Sep	4167.536539
200903_s_at	AHCY	1772.23494
200904_at	HLA-E	5326.412683
200905_x_at	HLA-E	6338.158097
200906_s_at	PALLD	636.0351861
200907_s_at	PALLD	6043.79248
200908_s_at	RPLP2	258.6365896
200909_s_at	RPLP2	18488.445
200910_at	CCT3	3902.418056
200911_s_at	TACC1	5186.360137
200912_s_at	EIF4A2	17963.00749
200913_at	PPM1G	709.9079388
200914_x_at	KTN1	3856.602704
200915_x_at	KTN1	10904.2133
200916_at	TAGLN2	2327.521039
200917_s_at	SRPR	222.5156637
200918_s_at	SRPR	5032.024068
200919_at	PHC2	1777.326787
200920_s_at	BTG1	6675.056846
200921_s_at	BTG1	5649.424856
200922_at	KDELR1	513.4040656
200923_at	LGALS3BP	2831.908807
200924_s_at	SLC3A2	370.2208344
200925_at	COX6A1	6660.484724
200926_at	RPS23	26955.70564
200927_s_at	RAB14	1864.266947
200928_s_at	RAB14	175.7743688
200929_at	TMED10	1749.715457
200930_s_at	VCL	60.26062857
200931_s_at	VCL	4608.191866
200932_s_at	DCTN2	2102.722439
200933_x_at	RPS4X	21278.36791
200934_at	DEK	4705.823875
200935_at	CALR	361.5031803
200936_at	RPL8	17773.22136
200937_s_at	RPL5	15443.50345
200938_s_at	RERE	66.63493155
200939_s_at	RERE	102.6108013
200940_s_at	RERE	4209.093559
200941_at	HSBP1	2614.645429
200942_s_at	HSBP1	3215.946982
200943_at	HMGN1	2854.750028
200944_s_at	HMGN1	2902.676853
200945_s_at	SEC31A	7242.310862
200946_x_at	GLUD1	1482.597697
200947_s_at	GLUD1	1463.361099
200948_at	MLF2	2234.350131
200949_x_at	RPS20	17386.54535
200950_at	ARPC1A	2866.555257
200951_s_at	CCND2	116.3437997
200952_s_at	CCND2	9.781113806
200953_s_at	CCND2	2949.141286
200954_at	ATP6V0C	1190.087771
200955_at	IMMT	4276.086788
200956_s_at	SSRP1	896.4656748
200957_s_at	SSRP1	1304.207434
200958_s_at	SDCBP	9534.008683
200959_at	FUS	1234.96657
200960_x_at	CLTA	5474.167704
200961_at	SEPHS2	1952.13768
200962_at	RPL31	401.3050554
200963_x_at	RPL31	25360.81643
200964_at	UBA1	7322.116671
200965_s_at	ABLIM1	9576.165504
200966_x_at	ALDOA	18460.5633
200967_at	PPIB	10080.37434
200968_s_at	PPIB	3984.352855
200969_at	SERP1	2405.209539
200970_s_at	SERP1	2363.079825
200971_s_at	SERP1	3100.239012
200972_at	TSPAN3	10545.09992
200973_s_at	TSPAN3	5139.572803
200974_at	ACTA2	8119.942093
200975_at	PPT1	4603.342146
200976_s_at	TAX1BP1	3992.940219
200977_s_at	TAX1BP1	3804.17299
200978_at	MDH1	14761.13628
200979_at	PDHA1	760.1588908
200980_s_at	PDHA1	6586.242642
200981_x_at	GNAS	16795.89309
200982_s_at	ANXA6	1322.770409
200983_x_at	CD59	8118.281635
200984_s_at	CD59	7526.464132
200985_s_at	CD59	10640.46419
200986_at	SERPING1	7536.620516
200987_x_at	PSME3	1398.217527
200988_s_at	PSME3	181.2890879
200989_at	HIF1A	3641.948174
200990_at	TRIM28	3313.752568
200991_s_at	SNX17	1802.852127
200992_at	IPO7	6830.705358
200993_at	IPO7	5690.74067
200994_at	IPO7	6710.527606
200995_at	IPO7	3205.607417
200996_at	ACTR3	4832.067734
200997_at	RBM4	1198.105876
200998_s_at	CKAP4	337.9368251
200999_s_at	CKAP4	754.9235836
201000_at	AARS	2681.571886
201001_s_at	NA	1353.6784
201002_s_at	NA	2869.484483
201003_x_at	NA	1372.360658
201004_at	SSR4	4616.724314
201005_at	CD9	4595.891931
201006_at	PRDX2	148.7621388
201007_at	HADHB	17374.56078
201008_s_at	TXNIP	14359.43709
201009_s_at	TXNIP	17826.7846
201010_s_at	TXNIP	18627.91132
201011_at	RPN1	3833.74124
201012_at	ANXA1	7736.548064
201013_s_at	PAICS	2105.144404
201014_s_at	PAICS	558.1949347
201015_s_at	JUP	827.8494514
201016_at	EIF1AX	2343.734184
201017_at	EIF1AX	2442.788651
201018_at	EIF1AX	4060.041065
201019_s_at	NA	5781.252059
201020_at	YWHAH	1026.540262
201021_s_at	DSTN	7298.767601
201022_s_at	DSTN	11192.16993
201023_at	TAF7	6761.299807
201024_x_at	EIF5B	1048.475043
201025_at	EIF5B	954.4081835
201026_at	EIF5B	95.79216909
201027_s_at	EIF5B	2134.006268
201028_s_at	CD99	2152.056807
201029_s_at	CD99	6265.653062
201030_x_at	LDHB	15222.32241
201031_s_at	HNRNPH1	4407.927257
201032_at	BLCAP	7375.577564
201033_x_at	RPLP0	17211.06712
201034_at	ADD3	3948.332092
201035_s_at	HADH	3474.811576
201036_s_at	HADH	11387.14814
201037_at	PFKP	479.3962178
201038_s_at	ANP32A	764.3786414
201039_s_at	RAD23A	6069.729187
201040_at	GNAI2	1101.50537
201041_s_at	DUSP1	10050.00563
201042_at	TGM2	973.4302923
201043_s_at	ANP32A	271.8760061
201044_x_at	DUSP1	385.3625851
201045_s_at	RAB6A	105.1367816
201046_s_at	RAD23A	11340.70135
201047_x_at	RAB6A	3539.965908
201048_x_at	RAB6A	311.9988212
201049_s_at	RPS18	18692.93086
201050_at	PLD3	875.8998746
201051_at	ANP32A	3501.572531
201052_s_at	PSMF1	1909.474056
201053_s_at	PSMF1	2412.085128
201054_at	HNRNPA0	6102.017046
201055_s_at	HNRNPA0	385.9634545
201056_at	GOLGB1	948.0993454
201057_s_at	GOLGB1	1301.312673
201058_s_at	MYL9	1975.878909
201059_at	CTTN	1304.374765
201060_x_at	STOM	3815.795382
201061_s_at	STOM	5575.752695
201062_at	STOM	5.135145836
201063_at	RCN1	2068.870923
201064_s_at	PABPC4	10145.98915
201065_s_at	NA	3286.884355
201066_at	CYC1	9645.306879
201067_at	PSMC2	3092.674707
201068_s_at	PSMC2	7937.93649
201069_at	MMP2	2342.343431
201070_x_at	SF3B1	703.4078709
201071_x_at	SF3B1	8680.996346
201072_s_at	SMARCC1	79.54563967
201073_s_at	SMARCC1	142.7558697
201074_at	SMARCC1	916.1424669
201075_s_at	SMARCC1	506.3343042
201076_at	NHP2L1	1636.893277
201077_s_at	NHP2L1	5929.445768
201078_at	TM9SF2	4368.557748
201079_at	SYNGR2	2117.589759
201080_at	PIP4K2B	1868.253534
201081_s_at	PIP4K2B	380.8564468
201082_s_at	DCTN1	972.5173108
201083_s_at	BCLAF1	547.800039
201084_s_at	BCLAF1	6096.429926
201085_s_at	SON	349.49604
201086_x_at	SON	4216.234753
201087_at	PXN	799.0727095
201088_at	KPNA2	1160.616976
201089_at	ATP6V1B2	1798.898229
201090_x_at	TUBA1B	9493.534268
201091_s_at	CBX3	1923.781919
201092_at	RBBP7	5109.998692
201093_x_at	SDHA	6851.878547
201094_at	RPS29	20483.2213
201095_at	DAP	903.4482093
201096_s_at	ARF4	2288.203125
201097_s_at	ARF4	6139.826678
201098_at	COPB2	2667.915318
201099_at	USP9X	3520.232395
201100_s_at	USP9X	8042.599498
201101_s_at	BCLAF1	388.8753003
201102_s_at	PFKL	615.723054
201103_x_at	NA	5237.282609
201104_x_at	NA	2384.185668
201105_at	LGALS1	14471.29067
201106_at	GPX4	6142.794101
201107_s_at	THBS1	17.53268724
201108_s_at	THBS1	196.957334
201109_s_at	THBS1	131.6965626
201110_s_at	THBS1	561.4543676
201111_at	CSE1L	1860.714422
201112_s_at	CSE1L	4066.436739
201113_at	TUFM	5345.755262
201114_x_at	PSMA7	6683.793937
201115_at	POLD2	2126.37223
201116_s_at	CPE	4480.738274
201117_s_at	CPE	5479.049824
201118_at	PGD	1062.850253
201119_s_at	COX8A	10808.4541
201120_s_at	PGRMC1	976.5238866
201121_s_at	PGRMC1	4362.396012
201122_x_at	EIF5A	1233.39423
201123_s_at	EIF5A	2056.291953
201124_at	ITGB5	415.081961
201125_s_at	ITGB5	1550.745674
201126_s_at	MGAT1	922.2014392
201127_s_at	ACLY	519.8781928
201128_s_at	ACLY	1729.039415
201129_at	SFRS7	1532.853378
201130_s_at	CDH1	116.5916392
201131_s_at	CDH1	592.3312651
201132_at	HNRNPH2	3859.097048
201133_s_at	PJA2	2793.351248
201134_x_at	COX7C	18869.93832
201135_at	ECHS1	5204.571774
201136_at	PLP2	2453.328835
201137_s_at	HLA-DPB1	4692.040452
201138_s_at	SSB	1462.90911
201139_s_at	SSB	1837.488584
201140_s_at	RAB5C	417.9823085
201141_at	GPNMB	5767.197334
201142_at	EIF2S1	1649.155326
201143_s_at	EIF2S1	896.1855998
201144_s_at	EIF2S1	2657.728355
201145_at	HAX1	6531.375461
201146_at	NFE2L2	4882.990629
201147_s_at	TIMP3	1581.657917
201148_s_at	TIMP3	1530.533738
201149_s_at	TIMP3	875.8834577
201150_s_at	TIMP3	9483.416713
201151_s_at	MBNL1	2129.918361
201152_s_at	MBNL1	8042.657888
201153_s_at	MBNL1	7869.181165
201154_x_at	RPL4	17827.52144
201155_s_at	MFN2	4118.506627
201156_s_at	RAB5C	502.1746206
201157_s_at	NMT1	1701.222479
201158_at	NMT1	781.0804211
201159_s_at	NMT1	123.3590025
201160_s_at	CSDA	20663.00403
201161_s_at	CSDA	18873.072
201162_at	IGFBP7	5935.026044
201163_s_at	IGFBP7	12203.89719
201164_s_at	PUM1	3934.492664
201165_s_at	PUM1	2128.262698
201166_s_at	PUM1	6918.862656
201167_x_at	ARHGDIA	151.8573932
201168_x_at	ARHGDIA	922.8630781
201169_s_at	BHLHE40	253.4193945
201170_s_at	BHLHE40	2023.331447
201171_at	ATP6V0E1	530.4145625
201172_x_at	ATP6V0E1	6872.622775
201173_x_at	NUDC	2665.82975
201174_s_at	TERF2IP	1776.769817
201175_at	TMX2	1313.962671
201176_s_at	ARCN1	2247.249996
201177_s_at	UBA2	4609.979729
201178_at	FBXO7	1513.558018
201179_s_at	GNAI3	868.3766881
201180_s_at	GNAI3	1900.573328
201181_at	GNAI3	356.0690854
201182_s_at	CHD4	123.225768
201183_s_at	CHD4	780.1485068
201184_s_at	CHD4	1341.123287
201185_at	HTRA1	4371.087432
201186_at	LRPAP1	1247.219272
201187_s_at	ITPR3	158.6050227
201188_s_at	ITPR3	520.2932942
201189_s_at	ITPR3	788.5067597
201190_s_at	PITPNA	909.3222659
201191_at	PITPNA	632.3149032
201192_s_at	PITPNA	520.8990758
201193_at	IDH1	3805.868183
201194_at	SEPW1	10443.47774
201195_s_at	SLC7A5	246.1060776
201196_s_at	AMD1	812.5797832
201197_at	AMD1	1400.900921
201198_s_at	PSMD1	2272.919641
201199_s_at	PSMD1	4547.88232
201200_at	CREG1	7595.313142
201201_at	CSTB	4251.981954
201202_at	PCNA	1742.491914
201203_s_at	RRBP1	47.9398075
201204_s_at	RRBP1	760.4147824
201205_at	NA	73.84786294
201206_s_at	RRBP1	175.7221911
201207_at	TNFAIP1	836.1513545
201208_s_at	TNFAIP1	149.8246155
201209_at	HDAC1	1798.306744
201210_at	DDX3X	9863.963602
201211_s_at	DDX3X	471.9378032
201212_at	LGMN	1702.378758
201213_at	PPP1R7	423.6905104
201214_s_at	PPP1R7	2256.097166
201215_at	PLS3	4651.522633
201216_at	ERP29	1911.24877
201217_x_at	RPL3	19221.69043
201218_at	CTBP2	2641.624252
201219_at	NA	568.3633479
201220_x_at	CTBP2	3179.119372
201221_s_at	SNRNP70	1565.207351
201222_s_at	RAD23B	6417.531318
201223_s_at	RAD23B	5540.602597
201224_s_at	SRRM1	682.1074761
201225_s_at	SRRM1	3691.094393
201226_at	NA	7519.07749
201227_s_at	NDUFB8	8601.070224
201228_s_at	ARIH2	486.9441303
201229_s_at	ARIH2	2434.815036
201230_s_at	ARIH2	1218.149742
201231_s_at	ENO1	3185.291818
201232_s_at	PSMD13	1803.641112
201233_at	PSMD13	571.768447
201234_at	ILK	1872.084682
201235_s_at	BTG2	211.2732571
201236_s_at	BTG2	2586.612494
201237_at	CAPZA2	4637.771131
201238_s_at	CAPZA2	8266.236897
201239_s_at	NA	4230.418061
201240_s_at	NA	6010.558022
201241_at	DDX1	7874.81434
201242_s_at	ATP1B1	12709.46148
201243_s_at	ATP1B1	9895.9413
201244_s_at	RAF1	4527.264111
201245_s_at	OTUB1	966.7316883
201246_s_at	OTUB1	104.0920541
201247_at	SREBF2	437.6283982
201248_s_at	SREBF2	219.2836077
201249_at	SLC2A1	73.76743786
201250_s_at	SLC2A1	262.8264352
201251_at	PKM2	8203.172751
201252_at	PSMC4	976.4312681
201253_s_at	CDIPT	3343.837184
201254_x_at	RPS6	22870.0114
201255_x_at	BAT3	3419.843791
201256_at	COX7A2L	3215.347929
201257_x_at	RPS3A	25251.75447
201258_at	RPS16	17735.752
201259_s_at	SYPL1	2830.05146
201260_s_at	SYPL1	3670.363427
201261_x_at	BGN	671.2420803
201262_s_at	BGN	168.7153683
201263_at	TARS	3160.389006
201264_at	COPE	1783.765283
201265_at	NA	21.09126517
201266_at	TXNRD1	4706.639504
201267_s_at	PSMC3	3951.011382
201268_at	NA	6662.838467
201269_s_at	NUDCD3	18.47303413
201270_x_at	NUDCD3	1378.865998
201271_s_at	RALY	1065.234653
201272_at	AKR1B1	6422.307228
201273_s_at	SRP9	10166.45393
201274_at	PSMA5	1898.036668
201275_at	FDPS	1286.035814
201276_at	RAB5B	1744.036019
201277_s_at	HNRNPAB	4753.707591
201278_at	DAB2	3044.863678
201279_s_at	DAB2	2285.466326
201280_s_at	DAB2	3918.321604
201281_at	ADRM1	1858.399454
201282_at	OGDH	1964.507008
201283_s_at	TRAK1	363.9410837
201284_s_at	APEH	1577.484985
201285_at	MKRN1	2230.051078
201286_at	SDC1	24.62090474
201287_s_at	SDC1	69.88131371
201288_at	ARHGDIB	4399.590792
201289_at	CYR61	2110.253173
201290_at	SEC11A	8304.290778
201291_s_at	TOP2A	3.19414739
201292_at	TOP2A	3.683800507
201293_x_at	PPIA	12134.81751
201294_s_at	WSB1	982.8848653
201295_s_at	WSB1	878.5817107
201296_s_at	WSB1	4682.148686
201297_s_at	MOBKL1B	435.0682582
201298_s_at	MOBKL1B	1042.838812
201299_s_at	MOBKL1B	233.3692509
201300_s_at	PRNP	6030.392591
201301_s_at	ANXA4	2233.739784
201302_at	ANXA4	1877.982646
201303_at	EIF4A3	1789.272125
201304_at	NDUFA5	8146.72475
201305_x_at	ANP32B	2472.213409
201306_s_at	ANP32B	7067.663401
201307_at	11-Sep	1242.670781
201308_s_at	11-Sep	75.74111533
201309_x_at	C5orf13	564.8505634
201310_s_at	C5orf13	2544.070258
201311_s_at	SH3BGRL	1366.58576
201312_s_at	SH3BGRL	4741.605144
201313_at	ENO2	240.2961981
201314_at	STK25	1185.610742
201315_x_at	IFITM2	10179.26969
201316_at	PSMA2	1626.267296
201317_s_at	PSMA2	7615.033608
201318_s_at	NA	19786.83053
201319_at	MYL12A	9166.809849
201320_at	SMARCC2	1014.029793
201321_s_at	SMARCC2	2295.11148
201322_at	ATP5B	15165.89041
201323_at	EBNA1BP2	864.9127295
201324_at	EMP1	4084.580088
201325_s_at	EMP1	1313.964227
201326_at	CCT6A	2065.235911
201327_s_at	CCT6A	2356.385328
201328_at	ETS2	1588.236188
201329_s_at	ETS2	528.9088198
201330_at	RARS	1473.165981
201331_s_at	STAT6	1429.507207
201332_s_at	STAT6	205.0295471
201333_s_at	ARHGEF12	98.29509472
201334_s_at	ARHGEF12	4439.880021
201335_s_at	ARHGEF12	243.7892341
201336_at	VAMP3	5870.182441
201337_s_at	VAMP3	1722.819961
201338_x_at	GTF3A	7108.576089
201339_s_at	SCP2	4170.355378
201340_s_at	ENC1	124.7871447
201341_at	ENC1	1497.500142
201342_at	SNRPC	1559.047488
201343_at	UBE2D2	3361.487116
201344_at	UBE2D2	667.5931906
201345_s_at	UBE2D2	2589.024941
201346_at	ADIPOR2	2792.871327
201347_x_at	GRHPR	2094.405902
201348_at	GPX3	18450.71504
201349_at	SLC9A3R1	567.5982681
201350_at	FLOT2	957.6238135
201351_s_at	YME1L1	4799.096843
201352_at	YME1L1	6637.776766
201353_s_at	BAZ2A	641.9391725
201354_s_at	NA	313.3991493
201355_s_at	BAZ2A	77.59288709
201356_at	SF3A1	1388.45578
201357_s_at	SF3A1	312.6153253
201358_s_at	COPB1	6780.84441
201359_at	COPB1	2834.067041
201360_at	CST3	8902.614961
201361_at	TMEM109	1293.539335
201362_at	IVNS1ABP	959.6458095
201363_s_at	IVNS1ABP	677.4009435
201364_s_at	OAZ2	2018.528843
201365_at	OAZ2	1776.79786
201366_at	ANXA7	5466.883074
201367_s_at	ZFP36L2	746.3076894
201368_at	ZFP36L2	8942.048626
201369_s_at	ZFP36L2	1001.071977
201370_s_at	CUL3	1496.42784
201371_s_at	CUL3	6047.547171
201372_s_at	CUL3	282.4019048
201373_at	PLEC	1517.040413
201374_x_at	PPP2CB	10.11117259
201375_s_at	PPP2CB	8693.236789
201376_s_at	HNRNPF	1184.138323
201377_at	UBAP2L	441.9501342
201378_s_at	UBAP2L	739.0443959
201379_s_at	TPD52L2	882.8706449
201380_at	CRTAP	1104.268739
201381_x_at	CACYBP	4047.541494
201382_at	CACYBP	165.5870341
201383_s_at	NBR1	1841.205362
201384_s_at	NBR1	4560.482041
201385_at	DHX15	3447.831954
201386_s_at	DHX15	2260.702344
201387_s_at	UCHL1	2119.331034
201388_at	PSMD3	860.0857671
201389_at	ITGA5	527.3869682
201390_s_at	CSNK2B	4005.411027
201391_at	TRAP1	3221.910636
201392_s_at	IGF2R	1154.814903
201393_s_at	IGF2R	3785.903202
201394_s_at	RBM5	1574.908093
201395_at	RBM5	2423.984314
201396_s_at	SGTA	367.1311818
201397_at	PHGDH	805.0507009
201398_s_at	TRAM1	5661.110445
201399_s_at	TRAM1	1832.033627
201400_at	PSMB3	5413.565595
